Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/10/2017
Code Year    Age        Exposure
FIN  1966     21        35030.36
FIN  1966     22        33789.28
FIN  1966     23        29131.32
FIN  1966     24        31496.28
FIN  1966     25        31059.24
FIN  1966     26        31180.00
FIN  1966     27        30904.88
FIN  1966     28        29169.58
FIN  1966     29        27645.75
FIN  1966     30        27435.24
FIN  1966     31        27508.83
FIN  1966     32        26202.97
FIN  1966     33        26481.25
FIN  1966     34        28129.08
FIN  1966     35        29494.65
FIN  1966     36        30487.02
FIN  1966     37        30683.81
FIN  1966     38        29838.83
FIN  1966     39        29585.14
FIN  1966     40        30064.79
FIN  1966     41        29910.28
FIN  1966     42        30775.86
FIN  1966     43        30147.52
FIN  1966     44        30370.25
FIN  1966     45        30869.79
FIN  1966     46        28290.61
FIN  1966     47        24022.80
FIN  1966     48        27616.81
FIN  1966     49        27049.97
FIN  1966     50        26491.31
FIN  1966     51        27912.47
FIN  1966     52        28543.55
FIN  1966     53        28968.23
FIN  1966     54        29355.24
FIN  1966     55        28945.13
FIN  1967     12        41660.02
FIN  1967     13        42251.72
FIN  1967     14        43369.34
FIN  1967     15        43289.83
FIN  1967     16        43772.57
FIN  1967     17        45468.44
FIN  1967     18        47373.91
FIN  1967     19        47215.91
FIN  1967     20        46838.75
FIN  1967     21        47182.60
FIN  1967     22        35003.42
FIN  1967     23        33315.91
FIN  1967     24        28823.19
FIN  1967     25        31252.66
FIN  1967     26        31123.26
FIN  1967     27        31188.95
FIN  1967     28        30539.37
FIN  1967     29        29420.89
FIN  1967     30        27550.18
FIN  1967     31        27850.79
FIN  1967     32        27389.50
FIN  1967     33        26351.36
FIN  1967     34        26572.36
FIN  1967     35        28106.26
FIN  1967     36        29584.25
FIN  1967     37        30204.50
FIN  1967     38        30609.95
FIN  1967     39        29853.62
FIN  1967     40        29430.29
FIN  1967     41        30052.29
FIN  1967     42        29749.31
FIN  1967     43        30672.25
FIN  1967     44        30123.46
FIN  1967     45        30236.53
FIN  1967     46        30751.50
FIN  1967     47        28049.99
FIN  1967     48        24018.53
FIN  1967     49        27523.16
FIN  1967     50        26890.35
FIN  1967     51        26243.62
FIN  1967     52        27963.80
FIN  1967     53        28304.58
FIN  1967     54        28854.82
FIN  1967     55        29011.47
FIN  1968     12        41636.73
FIN  1968     13        41517.90
FIN  1968     14        42390.96
FIN  1968     15        43081.96
FIN  1968     16        42908.59
FIN  1968     17        43492.46
FIN  1968     18        45181.75
FIN  1968     19        46620.16
FIN  1968     20        46945.07
FIN  1968     21        46002.19
FIN  1968     22        47009.44
FIN  1968     23        34440.89
FIN  1968     24        32902.10
FIN  1968     25        28462.27
FIN  1968     26        31254.94
FIN  1968     27        31091.28
FIN  1968     28        30743.94
FIN  1968     29        30787.02
FIN  1968     30        29304.85
FIN  1968     31        27964.94
FIN  1968     32        27712.50
FIN  1968     33        27543.91
FIN  1968     34        26431.50
FIN  1968     35        26526.13
FIN  1968     36        28202.22
FIN  1968     37        29297.67
FIN  1968     38        30139.66
FIN  1968     39        30632.00
FIN  1968     40        29679.53
FIN  1968     41        29417.34
FIN  1968     42        29876.61
FIN  1968     43        29634.01
FIN  1968     44        30633.48
FIN  1968     45        29987.73
FIN  1968     46        30149.33
FIN  1968     47        30503.63
FIN  1968     48        28048.58
FIN  1968     49        23936.88
FIN  1968     50        27335.64
FIN  1968     51        26640.52
FIN  1968     52        26296.48
FIN  1968     53        27691.02
FIN  1968     54        28216.41
FIN  1968     55        28513.67
FIN  1969     12        40486.17
FIN  1969     13        41431.00
FIN  1969     14        41633.53
FIN  1969     15        41999.93
FIN  1969     16        42511.63
FIN  1969     17        42369.70
FIN  1969     18        42889.60
FIN  1969     19        43952.20
FIN  1969     20        45858.17
FIN  1969     21        45490.95
FIN  1969     22        45330.95
FIN  1969     23        45726.39
FIN  1969     24        33576.63
FIN  1969     25        31990.55
FIN  1969     26        28048.45
FIN  1969     27        30828.68
FIN  1969     28        30211.96
FIN  1969     29        30674.57
FIN  1969     30        30369.18
FIN  1969     31        29580.04
FIN  1969     32        27661.04
FIN  1969     33        27760.60
FIN  1969     34        27546.53
FIN  1969     35        26307.37
FIN  1969     36        26632.78
FIN  1969     37        27886.07
FIN  1969     38        29173.39
FIN  1969     39        30150.43
FIN  1969     40        30408.56
FIN  1969     41        29657.83
FIN  1969     42        29185.29
FIN  1969     43        29709.47
FIN  1969     44        29571.42
FIN  1969     45        30464.01
FIN  1969     46        29874.77
FIN  1969     47        29858.39
FIN  1969     48        30465.66
FIN  1969     49        27938.31
FIN  1969     50        23748.40
FIN  1969     51        27045.99
FIN  1969     52        26729.37
FIN  1969     53        26004.21
FIN  1969     54        27587.53
FIN  1969     55        27854.22
FIN  1970     12        38787.37
FIN  1970     13        40268.47
FIN  1970     14        41417.63
FIN  1970     15        41257.65
FIN  1970     16        41446.42
FIN  1970     17        41812.49
FIN  1970     18        41523.77
FIN  1970     19        41564.59
FIN  1970     20        42836.53
FIN  1970     21        44387.14
FIN  1970     22        44510.67
FIN  1970     23        44117.25
FIN  1970     24        44641.13
FIN  1970     25        32727.99
FIN  1970     26        31449.53
FIN  1970     27        27548.49
FIN  1970     28        30136.15
FIN  1970     29        30006.66
FIN  1970     30        30243.37
FIN  1970     31        30362.08
FIN  1970     32        29269.38
FIN  1970     33        27574.72
FIN  1970     34        27637.86
FIN  1970     35        27383.61
FIN  1970     36        26291.71
FIN  1970     37        26387.50
FIN  1970     38        27738.21
FIN  1970     39        29116.22
FIN  1970     40        29950.24
FIN  1970     41        30318.66
FIN  1970     42        29449.43
FIN  1970     43        29003.34
FIN  1970     44        29609.67
FIN  1970     45        29410.81
FIN  1970     46        30313.76
FIN  1970     47        29636.23
FIN  1970     48        29753.42
FIN  1970     49        30289.70
FIN  1970     50        27737.55
FIN  1970     51        23517.21
FIN  1970     52        26996.66
FIN  1970     53        26480.24
FIN  1970     54        25869.07
FIN  1970     55        27297.70
FIN  1971     12        37882.17
FIN  1971     13        38693.61
FIN  1971     14        40193.28
FIN  1971     15        41249.64
FIN  1971     16        41000.80
FIN  1971     17        41071.55
FIN  1971     18        41403.35
FIN  1971     19        41012.92
FIN  1971     20        41076.61
FIN  1971     21        42456.29
FIN  1971     22        44019.97
FIN  1971     23        44293.32
FIN  1971     24        43990.06
FIN  1971     25        44504.78
FIN  1971     26        32643.40
FIN  1971     27        31363.80
FIN  1971     28        27534.34
FIN  1971     29        30095.78
FIN  1971     30        29977.71
FIN  1971     31        30183.66
FIN  1971     32        30281.42
FIN  1971     33        29229.81
FIN  1971     34        27503.56
FIN  1971     35        27574.76
FIN  1971     36        27311.97
FIN  1971     37        26224.90
FIN  1971     38        26312.57
FIN  1971     39        27672.38
FIN  1971     40        29033.67
FIN  1971     41        29866.37
FIN  1971     42        30238.35
FIN  1971     43        29346.18
FIN  1971     44        28919.78
FIN  1971     45        29521.26
FIN  1971     46        29297.89
FIN  1971     47        30209.59
FIN  1971     48        29516.02
FIN  1971     49        29611.87
FIN  1971     50        30153.83
FIN  1971     51        27593.00
FIN  1971     52        23380.02
FIN  1971     53        26844.56
FIN  1971     54        26346.65
FIN  1971     55        25715.88
FIN  1972     12        38366.19
FIN  1972     13        37887.29
FIN  1972     14        38686.45
FIN  1972     15        40164.63
FIN  1972     16        41157.51
FIN  1972     17        40907.88
FIN  1972     18        41038.76
FIN  1972     19        41418.91
FIN  1972     20        41118.80
FIN  1972     21        41245.04
FIN  1972     22        42645.19
FIN  1972     23        44333.46
FIN  1972     24        44524.47
FIN  1972     25        44214.70
FIN  1972     26        44725.58
FIN  1972     27        32777.18
FIN  1972     28        31516.85
FIN  1972     29        27625.55
FIN  1972     30        30185.78
FIN  1972     31        30044.06
FIN  1972     32        30239.50
FIN  1972     33        30358.59
FIN  1972     34        29288.04
FIN  1972     35        27532.17
FIN  1972     36        27580.92
FIN  1972     37        27319.95
FIN  1972     38        26230.13
FIN  1972     39        26302.45
FIN  1972     40        27664.14
FIN  1972     41        29009.85
FIN  1972     42        29848.92
FIN  1972     43        30202.04
FIN  1972     44        29312.75
FIN  1972     45        28878.42
FIN  1972     46        29468.00
FIN  1972     47        29242.32
FIN  1972     48        30144.15
FIN  1972     49        29430.23
FIN  1972     50        29517.60
FIN  1972     51        30059.14
FIN  1972     52        27475.86
FIN  1972     53        23275.10
FIN  1972     54        26730.07
FIN  1972     55        26225.44
FIN  1973     12        37976.65
FIN  1973     13        38375.15
FIN  1973     14        37896.17
FIN  1973     15        38690.92
FIN  1973     16        40116.06
FIN  1973     17        41072.24
FIN  1973     18        40830.80
FIN  1973     19        41011.67
FIN  1973     20        41438.11
FIN  1973     21        41164.03
FIN  1973     22        41364.19
FIN  1973     23        42830.68
FIN  1973     24        44462.67
FIN  1973     25        44722.39
FIN  1973     26        44388.47
FIN  1973     27        44935.22
FIN  1973     28        32933.46
FIN  1973     29        31622.86
FIN  1973     30        27725.46
FIN  1973     31        30262.63
FIN  1973     32        30130.64
FIN  1973     33        30306.02
FIN  1973     34        30435.42
FIN  1973     35        29310.56
FIN  1973     36        27570.67
FIN  1973     37        27590.04
FIN  1973     38        27342.12
FIN  1973     39        26234.20
FIN  1973     40        26294.87
FIN  1973     41        27642.63
FIN  1973     42        29000.13
FIN  1973     43        29831.60
FIN  1973     44        30175.81
FIN  1973     45        29269.70
FIN  1973     46        28844.48
FIN  1973     47        29403.92
FIN  1973     48        29184.05
FIN  1973     49        30057.53
FIN  1973     50        29333.33
FIN  1973     51        29440.33
FIN  1973     52        29932.97
FIN  1973     53        27367.99
FIN  1973     54        23172.55
FIN  1973     55        26599.39
FIN  1974     12        38016.85
FIN  1974     13        37977.08
FIN  1974     14        38375.09
FIN  1974     15        37885.49
FIN  1974     16        38623.22
FIN  1974     17        40013.24
FIN  1974     18        40966.75
FIN  1974     19        40702.20
FIN  1974     20        40881.26
FIN  1974     21        41356.40
FIN  1974     22        41151.32
FIN  1974     23        41412.82
FIN  1974     24        42897.85
FIN  1974     25        44632.43
FIN  1974     26        44847.96
FIN  1974     27        44571.68
FIN  1974     28        45084.00
FIN  1974     29        33021.97
FIN  1974     30        31709.61
FIN  1974     31        27785.65
FIN  1974     32        30343.16
FIN  1974     33        30187.55
FIN  1974     34        30364.35
FIN  1974     35        30451.87
FIN  1974     36        29342.88
FIN  1974     37        27570.95
