"Notes"	"County"	"CountyCode"	"AgeofMother9"	"AgeofMother9Code"	"Year"	"YearCode"	Births	FemalePopulation	FertilityRate
	"Monroe County, IN"	"18105"	"35-39 years"	"35-39"	"2006"	"2006"	132	3456	38.19
	"Monroe County, IN"	"18105"	"40-44 years"	"40-44"	"2006"	"2006"	34	3562	9.55
	"Porter County, IN"	"18127"	"15-19 years"	"15-19"	"2006"	"2006"	134	5817	23.04
	"Porter County, IN"	"18127"	"20-24 years"	"20-24"	"2006"	"2006"	448	5313	84.32
	"Porter County, IN"	"18127"	"25-29 years"	"25-29"	"2006"	"2006"	580	4791	121.06
	"Porter County, IN"	"18127"	"30-34 years"	"30-34"	"2006"	"2006"	446	4734	94.21
	"Porter County, IN"	"18127"	"35-39 years"	"35-39"	"2006"	"2006"	216	5571	38.77
	"Porter County, IN"	"18127"	"40-44 years"	"40-44"	"2006"	"2006"	38	5913	6.43
	"St. Joseph County, IN"	"18141"	"15-19 years"	"15-19"	"2006"	"2006"	464	10582	43.85
	"St. Joseph County, IN"	"18141"	"20-24 years"	"20-24"	"2006"	"2006"	1051	10680	98.41
	"St. Joseph County, IN"	"18141"	"25-29 years"	"25-29"	"2006"	"2006"	1212	9108	133.07
	"St. Joseph County, IN"	"18141"	"30-34 years"	"30-34"	"2006"	"2006"	806	7825	103.00
	"St. Joseph County, IN"	"18141"	"35-39 years"	"35-39"	"2006"	"2006"	375	8701	43.10
	"St. Joseph County, IN"	"18141"	"40-44 years"	"40-44"	"2006"	"2006"	72	9197	7.83
	"Tippecanoe County, IN"	"18157"	"15-19 years"	"15-19"	"2006"	"2006"	184	7930	23.20
	"Tippecanoe County, IN"	"18157"	"20-24 years"	"20-24"	"2006"	"2006"	568	13609	41.74
	"Tippecanoe County, IN"	"18157"	"25-29 years"	"25-29"	"2006"	"2006"	682	5602	121.74
	"Tippecanoe County, IN"	"18157"	"30-34 years"	"30-34"	"2006"	"2006"	484	4778	101.30
	"Tippecanoe County, IN"	"18157"	"35-39 years"	"35-39"	"2006"	"2006"	210	4526	46.40
	"Tippecanoe County, IN"	"18157"	"40-44 years"	"40-44"	"2006"	"2006"	24	4493	5.34
	"Vanderburgh County, IN"	"18163"	"15-19 years"	"15-19"	"2006"	"2006"	309	6500	47.54
	"Vanderburgh County, IN"	"18163"	"20-24 years"	"20-24"	"2006"	"2006"	776	7670	101.17
	"Vanderburgh County, IN"	"18163"	"25-29 years"	"25-29"	"2006"	"2006"	777	6618	117.41
	"Vanderburgh County, IN"	"18163"	"30-34 years"	"30-34"	"2006"	"2006"	447	4991	89.56
	"Vanderburgh County, IN"	"18163"	"35-39 years"	"35-39"	"2006"	"2006"	148	5368	27.57
	"Vanderburgh County, IN"	"18163"	"40-44 years"	"40-44"	"2006"	"2006"	37	6112	6.05
	"Vigo County, IN"	"18167"	"15-19 years"	"15-19"	"2006"	"2006"	162	4198	38.59
	"Vigo County, IN"	"18167"	"20-24 years"	"20-24"	"2006"	"2006"	485	5476	88.57
	"Vigo County, IN"	"18167"	"25-29 years"	"25-29"	"2006"	"2006"	391	2976	131.38
	"Vigo County, IN"	"18167"	"30-34 years"	"30-34"	"2006"	"2006"	220	2909	75.63
	"Vigo County, IN"	"18167"	"35-39 years"	"35-39"	"2006"	"2006"	97	3131	30.98
	"Vigo County, IN"	"18167"	"40-44 years"	"40-44"	"2006"	"2006"	14	3388	4.13
	"Unidentified Counties, IN"	"18999"	"15-19 years"	"15-19"	"2006"	"2006"	3600	89128	40.39
	"Unidentified Counties, IN"	"18999"	"20-24 years"	"20-24"	"2006"	"2006"	10391	71033	146.28
	"Unidentified Counties, IN"	"18999"	"25-29 years"	"25-29"	"2006"	"2006"	9771	71460	136.73
	"Unidentified Counties, IN"	"18999"	"30-34 years"	"30-34"	"2006"	"2006"	5874	75421	77.88
	"Unidentified Counties, IN"	"18999"	"35-39 years"	"35-39"	"2006"	"2006"	2445	84513	28.93
	"Unidentified Counties, IN"	"18999"	"40-44 years"	"40-44"	"2006"	"2006"	453	95338	4.75
	"Unidentified Counties, IN"	"18999"	"45-49 years"	"45-49"	"2006"	"2006"	25	Not Available	Not Available
	"Black Hawk County, IA"	"19013"	"15-19 years"	"15-19"	"2006"	"2006"	152	5400	28.15
	"Black Hawk County, IA"	"19013"	"20-24 years"	"20-24"	"2006"	"2006"	577	8198	70.38
	"Black Hawk County, IA"	"19013"	"25-29 years"	"25-29"	"2006"	"2006"	570	3595	158.55
	"Black Hawk County, IA"	"19013"	"30-34 years"	"30-34"	"2006"	"2006"	314	3682	85.28
	"Black Hawk County, IA"	"19013"	"35-39 years"	"35-39"	"2006"	"2006"	130	3482	37.33
	"Black Hawk County, IA"	"19013"	"40-44 years"	"40-44"	"2006"	"2006"	31	3837	8.08
	"Johnson County, IA"	"19103"	"15-19 years"	"15-19"	"2006"	"2006"	59	5785	10.20
	"Johnson County, IA"	"19103"	"20-24 years"	"20-24"	"2006"	"2006"	288	10976	26.24
	"Johnson County, IA"	"19103"	"25-29 years"	"25-29"	"2006"	"2006"	536	5093	105.24
	"Johnson County, IA"	"19103"	"30-34 years"	"30-34"	"2006"	"2006"	470	3987	117.88
	"Johnson County, IA"	"19103"	"35-39 years"	"35-39"	"2006"	"2006"	224	3701	60.52
	"Johnson County, IA"	"19103"	"40-44 years"	"40-44"	"2006"	"2006"	37	3599	10.28
	"Linn County, IA"	"19113"	"15-19 years"	"15-19"	"2006"	"2006"	208	6925	30.04
	"Linn County, IA"	"19113"	"20-24 years"	"20-24"	"2006"	"2006"	685	7087	96.66
	"Linn County, IA"	"19113"	"25-29 years"	"25-29"	"2006"	"2006"	954	7059	135.15
	"Linn County, IA"	"19113"	"30-34 years"	"30-34"	"2006"	"2006"	661	6500	101.69
	"Linn County, IA"	"19113"	"35-39 years"	"35-39"	"2006"	"2006"	308	7005	43.97
	"Linn County, IA"	"19113"	"40-44 years"	"40-44"	"2006"	"2006"	48	7461	6.43
	"Polk County, IA"	"19153"	"15-19 years"	"15-19"	"2006"	"2006"	563	12974	43.39
	"Polk County, IA"	"19153"	"20-24 years"	"20-24"	"2006"	"2006"	1609	14639	109.91
	"Polk County, IA"	"19153"	"25-29 years"	"25-29"	"2006"	"2006"	2314	16164	143.16
	"Polk County, IA"	"19153"	"30-34 years"	"30-34"	"2006"	"2006"	1580	14623	108.05
	"Polk County, IA"	"19153"	"35-39 years"	"35-39"	"2006"	"2006"	723	15024	48.12
	"Polk County, IA"	"19153"	"40-44 years"	"40-44"	"2006"	"2006"	111	15371	7.22
	"Polk County, IA"	"19153"	"45-49 years"	"45-49"	"2006"	"2006"	10	Not Available	Not Available
	"Scott County, IA"	"19163"	"15-19 years"	"15-19"	"2006"	"2006"	256	5535	46.25
	"Scott County, IA"	"19163"	"20-24 years"	"20-24"	"2006"	"2006"	624	5351	116.61
	"Scott County, IA"	"19163"	"25-29 years"	"25-29"	"2006"	"2006"	665	5130	129.63
	"Scott County, IA"	"19163"	"30-34 years"	"30-34"	"2006"	"2006"	470	4971	94.55
	"Scott County, IA"	"19163"	"35-39 years"	"35-39"	"2006"	"2006"	203	5314	38.20
	"Scott County, IA"	"19163"	"40-44 years"	"40-44"	"2006"	"2006"	26	5955	4.37
	"Woodbury County, IA"	"19193"	"15-19 years"	"15-19"	"2006"	"2006"	195	3654	53.37
	"Woodbury County, IA"	"19193"	"20-24 years"	"20-24"	"2006"	"2006"	479	3538	135.39
	"Woodbury County, IA"	"19193"	"25-29 years"	"25-29"	"2006"	"2006"	536	3103	172.74
	"Woodbury County, IA"	"19193"	"30-34 years"	"30-34"	"2006"	"2006"	309	3268	94.55
	"Woodbury County, IA"	"19193"	"35-39 years"	"35-39"	"2006"	"2006"	141	3133	45.00
	"Woodbury County, IA"	"19193"	"40-44 years"	"40-44"	"2006"	"2006"	32	3454	9.26
	"Unidentified Counties, IA"	"19999"	"15-19 years"	"15-19"	"2006"	"2006"	2062	67080	30.74
	"Unidentified Counties, IA"	"19999"	"20-24 years"	"20-24"	"2006"	"2006"	6406	58120	110.22
	"Unidentified Counties, IA"	"19999"	"25-29 years"	"25-29"	"2006"	"2006"	7801	46418	168.06
	"Unidentified Counties, IA"	"19999"	"30-34 years"	"30-34"	"2006"	"2006"	4794	49047	97.74
	"Unidentified Counties, IA"	"19999"	"35-39 years"	"35-39"	"2006"	"2006"	2017	54545	36.98
	"Unidentified Counties, IA"	"19999"	"40-44 years"	"40-44"	"2006"	"2006"	371	64764	5.73
	"Unidentified Counties, IA"	"19999"	"45-49 years"	"45-49"	"2006"	"2006"	16	Not Available	Not Available
	"Johnson County, KS"	"20091"	"15-19 years"	"15-19"	"2006"	"2006"	300	16329	18.37
	"Johnson County, KS"	"20091"	"20-24 years"	"20-24"	"2006"	"2006"	1177	14880	79.10
	"Johnson County, KS"	"20091"	"25-29 years"	"25-29"	"2006"	"2006"	2367	18317	129.22
	"Johnson County, KS"	"20091"	"30-34 years"	"30-34"	"2006"	"2006"	2488	18739	132.77
	"Johnson County, KS"	"20091"	"35-39 years"	"35-39"	"2006"	"2006"	1158	19860	58.31
	"Johnson County, KS"	"20091"	"40-44 years"	"40-44"	"2006"	"2006"	230	21210	10.84
	"Johnson County, KS"	"20091"	"45-49 years"	"45-49"	"2006"	"2006"	10	Not Available	Not Available
	"Sedgwick County, KS"	"20173"	"15-19 years"	"15-19"	"2006"	"2006"	902	16580	54.40
	"Sedgwick County, KS"	"20173"	"20-24 years"	"20-24"	"2006"	"2006"	2418	16774	144.15
	"Sedgwick County, KS"	"20173"	"25-29 years"	"25-29"	"2006"	"2006"	2382	16462	144.70
	"Sedgwick County, KS"	"20173"	"30-34 years"	"30-34"	"2006"	"2006"	1461	15475	94.41
	"Sedgwick County, KS"	"20173"	"35-39 years"	"35-39"	"2006"	"2006"	628	15127	41.52
	"Sedgwick County, KS"	"20173"	"40-44 years"	"40-44"	"2006"	"2006"	132	16607	7.95
	"Shawnee County, KS"	"20177"	"15-19 years"	"15-19"	"2006"	"2006"	273	5695	47.94
	"Shawnee County, KS"	"20177"	"20-24 years"	"20-24"	"2006"	"2006"	809	6016	134.47
	"Shawnee County, KS"	"20177"	"25-29 years"	"25-29"	"2006"	"2006"	759	5601	135.51
	"Shawnee County, KS"	"20177"	"30-34 years"	"30-34"	"2006"	"2006"	473	5276	89.65
	"Shawnee County, KS"	"20177"	"35-39 years"	"35-39"	"2006"	"2006"	208	5355	38.84
	"Shawnee County, KS"	"20177"	"40-44 years"	"40-44"	"2006"	"2006"	41	6176	6.64
	"Wyandotte County, KS"	"20209"	"15-19 years"	"15-19"	"2006"	"2006"	464	5382	86.21
	"Wyandotte County, KS"	"20209"	"20-24 years"	"20-24"	"2006"	"2006"	951	5459	174.21
	"Wyandotte County, KS"	"20209"	"25-29 years"	"25-29"	"2006"	"2006"	807	5700	141.58
	"Wyandotte County, KS"	"20209"	"30-34 years"	"30-34"	"2006"	"2006"	443	5130	86.35
	"Wyandotte County, KS"	"20209"	"35-39 years"	"35-39"	"2006"	"2006"	205	4989	41.09
	"Wyandotte County, KS"	"20209"	"40-44 years"	"40-44"	"2006"	"2006"	42	5433	7.73
	"Unidentified Counties, KS"	"20999"	"15-19 years"	"15-19"	"2006"	"2006"	2170	56367	38.50
	"Unidentified Counties, KS"	"20999"	"20-24 years"	"20-24"	"2006"	"2006"	6233	59387	104.96
	"Unidentified Counties, KS"	"20999"	"25-29 years"	"25-29"	"2006"	"2006"	6013	38881	154.65
	"Unidentified Counties, KS"	"20999"	"30-34 years"	"30-34"	"2006"	"2006"	3458	38658	89.45
	"Unidentified Counties, KS"	"20999"	"35-39 years"	"35-39"	"2006"	"2006"	1542	41791	36.90
	"Unidentified Counties, KS"	"20999"	"40-44 years"	"40-44"	"2006"	"2006"	326	48203	6.76
	"Unidentified Counties, KS"	"20999"	"45-49 years"	"45-49"	"2006"	"2006"	24	Not Available	Not Available
	"Fayette County, KY"	"21067"	"15-19 years"	"15-19"	"2006"	"2006"	395	10099	39.11
	"Fayette County, KY"	"21067"	"20-24 years"	"20-24"	"2006"	"2006"	898	15849	56.66
	"Fayette County, KY"	"21067"	"25-29 years"	"25-29"	"2006"	"2006"	1239	11262	110.02
	"Fayette County, KY"	"21067"	"30-34 years"	"30-34"	"2006"	"2006"	945	10409	90.79
	"Fayette County, KY"	"21067"	"35-39 years"	"35-39"	"2006"	"2006"	448	9490	47.21
	"Fayette County, KY"	"21067"	"40-44 years"	"40-44"	"2006"	"2006"	72	10068	7.15
	"Jefferson County, KY"	"21111"	"15-19 years"	"15-19"	"2006"	"2006"	1177	22592	52.10
	"Jefferson County, KY"	"21111"	"20-24 years"	"20-24"	"2006"	"2006"	2686	23330	115.13
	"Jefferson County, KY"	"21111"	"25-29 years"	"25-29"	"2006"	"2006"	3011	27120	111.03
	"Jefferson County, KY"	"21111"	"30-34 years"	"30-34"	"2006"	"2006"	2267	23348	97.10
	"Jefferson County, KY"	"21111"	"35-39 years"	"35-39"	"2006"	"2006"	1066	24847	42.90
	"Jefferson County, KY"	"21111"	"40-44 years"	"40-44"	"2006"	"2006"	182	26679	6.82
	"Jefferson County, KY"	"21111"	"45-49 years"	"45-49"	"2006"	"2006"	16	Not Available	Not Available
	"Kenton County, KY"	"21117"	"15-19 years"	"15-19"	"2006"	"2006"	285	4987	57.15
	"Kenton County, KY"	"21117"	"20-24 years"	"20-24"	"2006"	"2006"	642	5035	127.51
	"Kenton County, KY"	"21117"	"25-29 years"	"25-29"	"2006"	"2006"	774	6247	123.90
	"Kenton County, KY"	"21117"	"30-34 years"	"30-34"	"2006"	"2006"	518	5173	100.14
	"Kenton County, KY"	"21117"	"35-39 years"	"35-39"	"2006"	"2006"	215	5493	39.14
	"Kenton County, KY"	"21117"	"40-44 years"	"40-44"	"2006"	"2006"	43	6066	7.09
	"Unidentified Counties, KY"	"21999"	"15-19 years"	"15-19"	"2006"	"2006"	5555	103979	53.42
	"Unidentified Counties, KY"	"21999"	"20-24 years"	"20-24"	"2006"	"2006"	13356	98434	135.68
	"Unidentified Counties, KY"	"21999"	"25-29 years"	"25-29"	"2006"	"2006"	11920	97207	122.62
	"Unidentified Counties, KY"	"21999"	"30-34 years"	"30-34"	"2006"	"2006"	6981	96225	72.55
	"Unidentified Counties, KY"	"21999"	"35-39 years"	"35-39"	"2006"	"2006"	2884	106330	27.12
	"Unidentified Counties, KY"	"21999"	"40-44 years"	"40-44"	"2006"	"2006"	554	115794	4.78
	"Unidentified Counties, KY"	"21999"	"45-49 years"	"45-49"	"2006"	"2006"	33	Not Available	Not Available
	"Caddo Parish, LA"	"22017"	"15-19 years"	"15-19"	"2006"	"2006"	624	9389	66.46
	"Caddo Parish, LA"	"22017"	"20-24 years"	"20-24"	"2006"	"2006"	1352	9705	139.31
	"Caddo Parish, LA"	"22017"	"25-29 years"	"25-29"	"2006"	"2006"	973	9605	101.30
	"Caddo Parish, LA"	"22017"	"30-34 years"	"30-34"	"2006"	"2006"	577	7937	72.70
	"Caddo Parish, LA"	"22017"	"35-39 years"	"35-39"	"2006"	"2006"	229	8042	28.48
	"Caddo Parish, LA"	"22017"	"40-44 years"	"40-44"	"2006"	"2006"	47	8795	5.34
	"Calcasieu Parish, LA"	"22019"	"15-19 years"	"15-19"	"2006"	"2006"	391	6741	58.00
	"Calcasieu Parish, LA"	"22019"	"20-24 years"	"20-24"	"2006"	"2006"	1008	7005	143.90
	"Calcasieu Parish, LA"	"22019"	"25-29 years"	"25-29"	"2006"	"2006"	836	6778	123.34
	"Calcasieu Parish, LA"	"22019"	"30-34 years"	"30-34"	"2006"	"2006"	446	5419	82.30
	"Calcasieu Parish, LA"	"22019"	"35-39 years"	"35-39"	"2006"	"2006"	165	5908	27.93
	"Calcasieu Parish, LA"	"22019"	"40-44 years"	"40-44"	"2006"	"2006"	28	6772	4.13
	"East Baton Rouge Parish, LA"	"22033"	"15-19 years"	"15-19"	"2006"	"2006"	809	18597	43.50
	"East Baton Rouge Parish, LA"	"22033"	"20-24 years"	"20-24"	"2006"	"2006"	2004	24903	80.47
	"East Baton Rouge Parish, LA"	"22033"	"25-29 years"	"25-29"	"2006"	"2006"	1738	15207	114.29
	"East Baton Rouge Parish, LA"	"22033"	"30-34 years"	"30-34"	"2006"	"2006"	1150	14218	80.88
	"East Baton Rouge Parish, LA"	"22033"	"35-39 years"	"35-39"	"2006"	"2006"	517	13672	37.81
	"East Baton Rouge Parish, LA"	"22033"	"40-44 years"	"40-44"	"2006"	"2006"	107	15263	7.01
	"Jefferson Parish, LA"	"22051"	"15-19 years"	"15-19"	"2006"	"2006"	624	14028	44.48
	"Jefferson Parish, LA"	"22051"	"20-24 years"	"20-24"	"2006"	"2006"	1670	14223	117.42
	"Jefferson Parish, LA"	"22051"	"25-29 years"	"25-29"	"2006"	"2006"	1583	14890	106.31
	"Jefferson Parish, LA"	"22051"	"30-34 years"	"30-34"	"2006"	"2006"	1131	13105	86.30
	"Jefferson Parish, LA"	"22051"	"35-39 years"	"35-39"	"2006"	"2006"	520	14177	36.68
	"Jefferson Parish, LA"	"22051"	"40-44 years"	"40-44"	"2006"	"2006"	135	16602	8.13
	"Lafayette Parish, LA"	"22055"	"15-19 years"	"15-19"	"2006"	"2006"	347	8198	42.33
	"Lafayette Parish, LA"	"22055"	"20-24 years"	"20-24"	"2006"	"2006"	938	9362	100.19
	"Lafayette Parish, LA"	"22055"	"25-29 years"	"25-29"	"2006"	"2006"	942	8892	105.94
	"Lafayette Parish, LA"	"22055"	"30-34 years"	"30-34"	"2006"	"2006"	584	6555	89.09
	"Lafayette Parish, LA"	"22055"	"35-39 years"	"35-39"	"2006"	"2006"	272	7346	37.03
	"Lafayette Parish, LA"	"22055"	"40-44 years"	"40-44"	"2006"	"2006"	61	7803	7.82
	"Orleans Parish, LA"	"22071"	"15-19 years"	"15-19"	"2006"	"2006"	352	8478	41.52
	"Orleans Parish, LA"	"22071"	"20-24 years"	"20-24"	"2006"	"2006"	734	9839	74.60
	"Orleans Parish, LA"	"22071"	"25-29 years"	"25-29"	"2006"	"2006"	643	8480	75.83
	"Orleans Parish, LA"	"22071"	"30-34 years"	"30-34"	"2006"	"2006"	507	7286	69.59
	"Orleans Parish, LA"	"22071"	"35-39 years"	"35-39"	"2006"	"2006"	327	7590	43.08
	"Orleans Parish, LA"	"22071"	"40-44 years"	"40-44"	"2006"	"2006"	76	8325	9.13
	"Ouachita Parish, LA"	"22073"	"15-19 years"	"15-19"	"2006"	"2006"	370	6276	58.95
	"Ouachita Parish, LA"	"22073"	"20-24 years"	"20-24"	"2006"	"2006"	773	6317	122.37
	"Ouachita Parish, LA"	"22073"	"25-29 years"	"25-29"	"2006"	"2006"	692	6115	113.16
	"Ouachita Parish, LA"	"22073"	"30-34 years"	"30-34"	"2006"	"2006"	376	4801	78.32
	"Ouachita Parish, LA"	"22073"	"35-39 years"	"35-39"	"2006"	"2006"	161	5078	31.71
	"Ouachita Parish, LA"	"22073"	"40-44 years"	"40-44"	"2006"	"2006"	29	5236	5.54
	"Rapides Parish, LA"	"22079"	"15-19 years"	"15-19"	"2006"	"2006"	302	4686	64.45
	"Rapides Parish, LA"	"22079"	"20-24 years"	"20-24"	"2006"	"2006"	707	4356	162.30
	"Rapides Parish, LA"	"22079"	"25-29 years"	"25-29"	"2006"	"2006"	561	4418	126.98
	"Rapides Parish, LA"	"22079"	"30-34 years"	"30-34"	"2006"	"2006"	285	3934	72.45
	"Rapides Parish, LA"	"22079"	"35-39 years"	"35-39"	"2006"	"2006"	133	4281	31.07
	"Rapides Parish, LA"	"22079"	"40-44 years"	"40-44"	"2006"	"2006"	27	4953	5.45
	"St. Tammany Parish, LA"	"22103"	"15-19 years"	"15-19"	"2006"	"2006"	259	7629	33.95
	"St. Tammany Parish, LA"	"22103"	"20-24 years"	"20-24"	"2006"	"2006"	762	5788	131.65
	"St. Tammany Parish, LA"	"22103"	"25-29 years"	"25-29"	"2006"	"2006"	927	6484	142.97
	"St. Tammany Parish, LA"	"22103"	"30-34 years"	"30-34"	"2006"	"2006"	711	6810	104.41
	"St. Tammany Parish, LA"	"22103"	"35-39 years"	"35-39"	"2006"	"2006"	368	8144	45.19
	"St. Tammany Parish, LA"	"22103"	"40-44 years"	"40-44"	"2006"	"2006"	69	9307	7.41
	"Tangipahoa Parish, LA"	"22105"	"15-19 years"	"15-19"	"2006"	"2006"	290	5003	57.97
	"Tangipahoa Parish, LA"	"22105"	"20-24 years"	"20-24"	"2006"	"2006"	704	5138	137.02
	"Tangipahoa Parish, LA"	"22105"	"25-29 years"	"25-29"	"2006"	"2006"	538	4622	116.40
	"Tangipahoa Parish, LA"	"22105"	"30-34 years"	"30-34"	"2006"	"2006"	255	3294	77.41
	"Tangipahoa Parish, LA"	"22105"	"35-39 years"	"35-39"	"2006"	"2006"	111	3544	31.32
	"Tangipahoa Parish, LA"	"22105"	"40-44 years"	"40-44"	"2006"	"2006"	28	3927	7.13
	"Terrebonne Parish, LA"	"22109"	"15-19 years"	"15-19"	"2006"	"2006"	242	4192	57.73
	"Terrebonne Parish, LA"	"22109"	"20-24 years"	"20-24"	"2006"	"2006"	646	4048	159.58
	"Terrebonne Parish, LA"	"22109"	"25-29 years"	"25-29"	"2006"	"2006"	498	4065	122.51
	"Terrebonne Parish, LA"	"22109"	"30-34 years"	"30-34"	"2006"	"2006"	241	3206	75.17
	"Terrebonne Parish, LA"	"22109"	"35-39 years"	"35-39"	"2006"	"2006"	107	3775	28.34
	"Terrebonne Parish, LA"	"22109"	"40-44 years"	"40-44"	"2006"	"2006"	18	4321	4.17
	"Unidentified Counties, LA"	"22999"	"15-19 years"	"15-19"	"2006"	"2006"	4018	67688	59.36
	"Unidentified Counties, LA"	"22999"	"20-24 years"	"20-24"	"2006"	"2006"	9774	63165	154.74
	"Unidentified Counties, LA"	"22999"	"25-29 years"	"25-29"	"2006"	"2006"	7713	61620	125.17
	"Unidentified Counties, LA"	"22999"	"30-34 years"	"30-34"	"2006"	"2006"	4011	54150	74.07
	"Unidentified Counties, LA"	"22999"	"35-39 years"	"35-39"	"2006"	"2006"	1667	61092	27.29
	"Unidentified Counties, LA"	"22999"	"40-44 years"	"40-44"	"2006"	"2006"	324	67267	4.82
	"Unidentified Counties, LA"	"22999"	"45-49 years"	"45-49"	"2006"	"2006"	13	Not Available	Not Available
	"Androscoggin County, ME"	"23001"	"15-19 years"	"15-19"	"2006"	"2006"	134	3672	36.49
	"Androscoggin County, ME"	"23001"	"20-24 years"	"20-24"	"2006"	"2006"	416	3625	114.76
	"Androscoggin County, ME"	"23001"	"25-29 years"	"25-29"	"2006"	"2006"	434	3434	126.38
	"Androscoggin County, ME"	"23001"	"30-34 years"	"30-34"	"2006"	"2006"	272	3333	81.61
	"Androscoggin County, ME"	"23001"	"35-39 years"	"35-39"	"2006"	"2006"	134	3817	35.11
	"Androscoggin County, ME"	"23001"	"40-44 years"	"40-44"	"2006"	"2006"	17	4321	3.93
	"Cumberland County, ME"	"23005"	"15-19 years"	"15-19"	"2006"	"2006"	152	9470	16.05
	"Cumberland County, ME"	"23005"	"20-24 years"	"20-24"	"2006"	"2006"	557	8763	63.56
	"Cumberland County, ME"	"23005"	"25-29 years"	"25-29"	"2006"	"2006"	780	8276	94.25
	"Cumberland County, ME"	"23005"	"30-34 years"	"30-34"	"2006"	"2006"	928	8368	110.90
	"Cumberland County, ME"	"23005"	"35-39 years"	"35-39"	"2006"	"2006"	558	10434	53.48
	"Cumberland County, ME"	"23005"	"40-44 years"	"40-44"	"2006"	"2006"	106	11468	9.24
	"Kennebec County, ME"	"23011"	"15-19 years"	"15-19"	"2006"	"2006"	108	4309	25.06
	"Kennebec County, ME"	"23011"	"20-24 years"	"20-24"	"2006"	"2006"	342	3764	90.86
	"Kennebec County, ME"	"23011"	"25-29 years"	"25-29"	"2006"	"2006"	390	3178	122.72
	"Kennebec County, ME"	"23011"	"30-34 years"	"30-34"	"2006"	"2006"	260	3489	74.52
	"Kennebec County, ME"	"23011"	"35-39 years"	"35-39"	"2006"	"2006"	126	4204	29.97
	"Kennebec County, ME"	"23011"	"40-44 years"	"40-44"	"2006"	"2006"	22	4912	4.48
	"Penobscot County, ME"	"23019"	"15-19 years"	"15-19"	"2006"	"2006"	126	6035	20.88
	"Penobscot County, ME"	"23019"	"20-24 years"	"20-24"	"2006"	"2006"	471	6141	76.70
	"Penobscot County, ME"	"23019"	"25-29 years"	"25-29"	"2006"	"2006"	479	4696	102.00
	"Penobscot County, ME"	"23019"	"30-34 years"	"30-34"	"2006"	"2006"	331	4193	78.94
	"Penobscot County, ME"	"23019"	"35-39 years"	"35-39"	"2006"	"2006"	149	4968	29.99
	"Penobscot County, ME"	"23019"	"40-44 years"	"40-44"	"2006"	"2006"	30	5887	5.10
	"York County, ME"	"23031"	"15-19 years"	"15-19"	"2006"	"2006"	142	6624	21.44
	"York County, ME"	"23031"	"20-24 years"	"20-24"	"2006"	"2006"	439	5230	83.94
	"York County, ME"	"23031"	"25-29 years"	"25-29"	"2006"	"2006"	627	5063	123.84
	"York County, ME"	"23031"	"30-34 years"	"30-34"	"2006"	"2006"	510	5610	90.91
	"York County, ME"	"23031"	"35-39 years"	"35-39"	"2006"	"2006"	266	7040	37.78
	"York County, ME"	"23031"	"40-44 years"	"40-44"	"2006"	"2006"	46	8412	5.47
	"Unidentified Counties, ME"	"23999"	"15-19 years"	"15-19"	"2006"	"2006"	471	15404	30.58
	"Unidentified Counties, ME"	"23999"	"20-24 years"	"20-24"	"2006"	"2006"	1366	11965	114.17
	"Unidentified Counties, ME"	"23999"	"25-29 years"	"25-29"	"2006"	"2006"	1411	11181	126.20
	"Unidentified Counties, ME"	"23999"	"30-34 years"	"30-34"	"2006"	"2006"	983	12185	80.67
	"Unidentified Counties, ME"	"23999"	"35-39 years"	"35-39"	"2006"	"2006"	453	15145	29.91
	"Unidentified Counties, ME"	"23999"	"40-44 years"	"40-44"	"2006"	"2006"	90	17909	5.03
	"Anne Arundel County, MD"	"24003"	"15-19 years"	"15-19"	"2006"	"2006"	436	16632	26.21
	"Anne Arundel County, MD"	"24003"	"20-24 years"	"20-24"	"2006"	"2006"	1292	15194	85.03
	"Anne Arundel County, MD"	"24003"	"25-29 years"	"25-29"	"2006"	"2006"	1864	16667	111.84
	"Anne Arundel County, MD"	"24003"	"30-34 years"	"30-34"	"2006"	"2006"	1868	16858	110.81
	"Anne Arundel County, MD"	"24003"	"35-39 years"	"35-39"	"2006"	"2006"	1168	20125	58.04
	"Anne Arundel County, MD"	"24003"	"40-44 years"	"40-44"	"2006"	"2006"	271	22444	12.07
	"Baltimore County, MD"	"24005"	"15-19 years"	"15-19"	"2006"	"2006"	787	28236	27.87
	"Baltimore County, MD"	"24005"	"20-24 years"	"20-24"	"2006"	"2006"	2073	27916	74.26
	"Baltimore County, MD"	"24005"	"25-29 years"	"25-29"	"2006"	"2006"	2680	28499	94.04
	"Baltimore County, MD"	"24005"	"30-34 years"	"30-34"	"2006"	"2006"	2582	24905	103.67
	"Baltimore County, MD"	"24005"	"35-39 years"	"35-39"	"2006"	"2006"	1477	28235	52.31
	"Baltimore County, MD"	"24005"	"40-44 years"	"40-44"	"2006"	"2006"	316	31191	10.13
	"Baltimore County, MD"	"24005"	"45-49 years"	"45-49"	"2006"	"2006"	23	Not Available	Not Available
	"Carroll County, MD"	"24013"	"15-19 years"	"15-19"	"2006"	"2006"	146	6189	23.59
	"Carroll County, MD"	"24013"	"20-24 years"	"20-24"	"2006"	"2006"	337	4240	79.48
