"Notes"	"County"	"CountyCode"	"AgeofMother9"	"AgeofMother9Code"	"Year"	"YearCode"	Births	FemalePopulation	FertilityRate
	"Lane County, OR"	"41039"	"20-24 years"	"20-24"	"2006"	"2006"	998	16016	62.31
	"Lane County, OR"	"41039"	"25-29 years"	"25-29"	"2006"	"2006"	1168	9770	119.55
	"Lane County, OR"	"41039"	"30-34 years"	"30-34"	"2006"	"2006"	747	10034	74.45
	"Lane County, OR"	"41039"	"35-39 years"	"35-39"	"2006"	"2006"	374	10229	36.56
	"Lane County, OR"	"41039"	"40-44 years"	"40-44"	"2006"	"2006"	69	11053	6.24
	"Linn County, OR"	"41043"	"15-19 years"	"15-19"	"2006"	"2006"	172	3748	45.89
	"Linn County, OR"	"41043"	"20-24 years"	"20-24"	"2006"	"2006"	474	3271	144.91
	"Linn County, OR"	"41043"	"25-29 years"	"25-29"	"2006"	"2006"	493	3386	145.60
	"Linn County, OR"	"41043"	"30-34 years"	"30-34"	"2006"	"2006"	283	3257	86.89
	"Linn County, OR"	"41043"	"35-39 years"	"35-39"	"2006"	"2006"	115	3393	33.89
	"Linn County, OR"	"41043"	"40-44 years"	"40-44"	"2006"	"2006"	22	3801	5.79
	"Marion County, OR"	"41047"	"15-19 years"	"15-19"	"2006"	"2006"	577	10787	53.49
	"Marion County, OR"	"41047"	"20-24 years"	"20-24"	"2006"	"2006"	1394	10232	136.24
	"Marion County, OR"	"41047"	"25-29 years"	"25-29"	"2006"	"2006"	1463	10215	143.22
	"Marion County, OR"	"41047"	"30-34 years"	"30-34"	"2006"	"2006"	1002	9230	108.56
	"Marion County, OR"	"41047"	"35-39 years"	"35-39"	"2006"	"2006"	390	9501	41.05
	"Marion County, OR"	"41047"	"40-44 years"	"40-44"	"2006"	"2006"	95	9786	9.71
	"Multnomah County, OR"	"41051"	"15-19 years"	"15-19"	"2006"	"2006"	751	20306	36.98
	"Multnomah County, OR"	"41051"	"20-24 years"	"20-24"	"2006"	"2006"	2135	25280	84.45
	"Multnomah County, OR"	"41051"	"25-29 years"	"25-29"	"2006"	"2006"	2782	32239	86.29
	"Multnomah County, OR"	"41051"	"30-34 years"	"30-34"	"2006"	"2006"	2716	28551	95.13
	"Multnomah County, OR"	"41051"	"35-39 years"	"35-39"	"2006"	"2006"	1540	26623	57.84
	"Multnomah County, OR"	"41051"	"40-44 years"	"40-44"	"2006"	"2006"	299	24554	12.18
	"Multnomah County, OR"	"41051"	"45-49 years"	"45-49"	"2006"	"2006"	21	Not Available	Not Available
	"Washington County, OR"	"41067"	"15-19 years"	"15-19"	"2006"	"2006"	444	15611	28.44
	"Washington County, OR"	"41067"	"20-24 years"	"20-24"	"2006"	"2006"	1494	15838	94.33
	"Washington County, OR"	"41067"	"25-29 years"	"25-29"	"2006"	"2006"	2355	20022	117.62
	"Washington County, OR"	"41067"	"30-34 years"	"30-34"	"2006"	"2006"	2201	19780	111.27
	"Washington County, OR"	"41067"	"35-39 years"	"35-39"	"2006"	"2006"	1098	20403	53.82
	"Washington County, OR"	"41067"	"40-44 years"	"40-44"	"2006"	"2006"	190	19242	9.87
	"Washington County, OR"	"41067"	"45-49 years"	"45-49"	"2006"	"2006"	18	Not Available	Not Available
	"Unidentified Counties, OR"	"41999"	"15-19 years"	"15-19"	"2006"	"2006"	1166	33421	34.89
	"Unidentified Counties, OR"	"41999"	"20-24 years"	"20-24"	"2006"	"2006"	3309	30052	110.11
	"Unidentified Counties, OR"	"41999"	"25-29 years"	"25-29"	"2006"	"2006"	3241	23552	137.61
	"Unidentified Counties, OR"	"41999"	"30-34 years"	"30-34"	"2006"	"2006"	2093	23447	89.27
	"Unidentified Counties, OR"	"41999"	"35-39 years"	"35-39"	"2006"	"2006"	979	26200	37.37
	"Unidentified Counties, OR"	"41999"	"40-44 years"	"40-44"	"2006"	"2006"	185	29445	6.28
	"Unidentified Counties, OR"	"41999"	"45-49 years"	"45-49"	"2006"	"2006"	12	Not Available	Not Available
	"Allegheny County, PA"	"42003"	"15-19 years"	"15-19"	"2006"	"2006"	976	40654	24.01
	"Allegheny County, PA"	"42003"	"20-24 years"	"20-24"	"2006"	"2006"	2450	40693	60.21
	"Allegheny County, PA"	"42003"	"25-29 years"	"25-29"	"2006"	"2006"	3524	40411	87.20
	"Allegheny County, PA"	"42003"	"30-34 years"	"30-34"	"2006"	"2006"	3542	33657	105.24
	"Allegheny County, PA"	"42003"	"35-39 years"	"35-39"	"2006"	"2006"	2054	39330	52.22
	"Allegheny County, PA"	"42003"	"40-44 years"	"40-44"	"2006"	"2006"	412	44830	9.19
	"Allegheny County, PA"	"42003"	"45-49 years"	"45-49"	"2006"	"2006"	20	Not Available	Not Available
	"Beaver County, PA"	"42007"	"15-19 years"	"15-19"	"2006"	"2006"	151	5577	27.08
	"Beaver County, PA"	"42007"	"20-24 years"	"20-24"	"2006"	"2006"	412	4648	88.64
	"Beaver County, PA"	"42007"	"25-29 years"	"25-29"	"2006"	"2006"	547	4266	128.22
	"Beaver County, PA"	"42007"	"30-34 years"	"30-34"	"2006"	"2006"	451	4555	99.01
	"Beaver County, PA"	"42007"	"35-39 years"	"35-39"	"2006"	"2006"	206	5466	37.69
	"Beaver County, PA"	"42007"	"40-44 years"	"40-44"	"2006"	"2006"	41	6644	6.17
	"Berks County, PA"	"42011"	"15-19 years"	"15-19"	"2006"	"2006"	604	15145	39.88
	"Berks County, PA"	"42011"	"20-24 years"	"20-24"	"2006"	"2006"	1288	12547	102.65
	"Berks County, PA"	"42011"	"25-29 years"	"25-29"	"2006"	"2006"	1419	11660	121.70
	"Berks County, PA"	"42011"	"30-34 years"	"30-34"	"2006"	"2006"	1177	11514	102.22
	"Berks County, PA"	"42011"	"35-39 years"	"35-39"	"2006"	"2006"	571	14028	40.70
	"Berks County, PA"	"42011"	"40-44 years"	"40-44"	"2006"	"2006"	94	15830	5.94
	"Blair County, PA"	"42013"	"15-19 years"	"15-19"	"2006"	"2006"	135	4389	30.76
	"Blair County, PA"	"42013"	"20-24 years"	"20-24"	"2006"	"2006"	393	3655	107.52
	"Blair County, PA"	"42013"	"25-29 years"	"25-29"	"2006"	"2006"	444	3718	119.42
	"Blair County, PA"	"42013"	"30-34 years"	"30-34"	"2006"	"2006"	292	3411	85.61
	"Blair County, PA"	"42013"	"35-39 years"	"35-39"	"2006"	"2006"	125	4080	30.64
	"Blair County, PA"	"42013"	"40-44 years"	"40-44"	"2006"	"2006"	17	4523	3.76
	"Bucks County, PA"	"42017"	"15-19 years"	"15-19"	"2006"	"2006"	283	20557	13.77
	"Bucks County, PA"	"42017"	"20-24 years"	"20-24"	"2006"	"2006"	992	16048	61.81
	"Bucks County, PA"	"42017"	"25-29 years"	"25-29"	"2006"	"2006"	1863	15809	117.84
	"Bucks County, PA"	"42017"	"30-34 years"	"30-34"	"2006"	"2006"	2207	17195	128.35
	"Bucks County, PA"	"42017"	"35-39 years"	"35-39"	"2006"	"2006"	1365	22492	60.69
	"Bucks County, PA"	"42017"	"40-44 years"	"40-44"	"2006"	"2006"	251	26730	9.39
	"Butler County, PA"	"42019"	"15-19 years"	"15-19"	"2006"	"2006"	94	6476	14.52
	"Butler County, PA"	"42019"	"20-24 years"	"20-24"	"2006"	"2006"	373	5121	72.84
	"Butler County, PA"	"42019"	"25-29 years"	"25-29"	"2006"	"2006"	604	4678	129.12
	"Butler County, PA"	"42019"	"30-34 years"	"30-34"	"2006"	"2006"	579	4759	121.66
	"Butler County, PA"	"42019"	"35-39 years"	"35-39"	"2006"	"2006"	332	6656	49.88
	"Butler County, PA"	"42019"	"40-44 years"	"40-44"	"2006"	"2006"	56	7367	7.60
	"Cambria County, PA"	"42021"	"15-19 years"	"15-19"	"2006"	"2006"	140	4922	28.44
	"Cambria County, PA"	"42021"	"20-24 years"	"20-24"	"2006"	"2006"	384	4449	86.31
	"Cambria County, PA"	"42021"	"25-29 years"	"25-29"	"2006"	"2006"	441	3609	122.19
	"Cambria County, PA"	"42021"	"30-34 years"	"30-34"	"2006"	"2006"	328	3795	86.43
	"Cambria County, PA"	"42021"	"35-39 years"	"35-39"	"2006"	"2006"	149	4275	34.85
	"Cambria County, PA"	"42021"	"40-44 years"	"40-44"	"2006"	"2006"	22	4763	4.62
	"Centre County, PA"	"42027"	"15-19 years"	"15-19"	"2006"	"2006"	60	7918	7.58
	"Centre County, PA"	"42027"	"20-24 years"	"20-24"	"2006"	"2006"	259	14503	17.86
	"Centre County, PA"	"42027"	"25-29 years"	"25-29"	"2006"	"2006"	420	4069	103.22
	"Centre County, PA"	"42027"	"30-34 years"	"30-34"	"2006"	"2006"	374	3636	102.86
	"Centre County, PA"	"42027"	"35-39 years"	"35-39"	"2006"	"2006"	201	3904	51.49
	"Centre County, PA"	"42027"	"40-44 years"	"40-44"	"2006"	"2006"	35	4241	8.25
	"Chester County, PA"	"42029"	"15-19 years"	"15-19"	"2006"	"2006"	304	17551	17.32
	"Chester County, PA"	"42029"	"20-24 years"	"20-24"	"2006"	"2006"	795	14004	56.77
	"Chester County, PA"	"42029"	"25-29 years"	"25-29"	"2006"	"2006"	1516	12401	122.25
	"Chester County, PA"	"42029"	"30-34 years"	"30-34"	"2006"	"2006"	2193	13686	160.24
	"Chester County, PA"	"42029"	"35-39 years"	"35-39"	"2006"	"2006"	1280	17872	71.62
	"Chester County, PA"	"42029"	"40-44 years"	"40-44"	"2006"	"2006"	282	20345	13.86
	"Chester County, PA"	"42029"	"45-49 years"	"45-49"	"2006"	"2006"	21	Not Available	Not Available
	"Cumberland County, PA"	"42041"	"15-19 years"	"15-19"	"2006"	"2006"	156	8588	18.16
	"Cumberland County, PA"	"42041"	"20-24 years"	"20-24"	"2006"	"2006"	526	8019	65.59
	"Cumberland County, PA"	"42041"	"25-29 years"	"25-29"	"2006"	"2006"	731	6753	108.25
	"Cumberland County, PA"	"42041"	"30-34 years"	"30-34"	"2006"	"2006"	670	6131	109.28
	"Cumberland County, PA"	"42041"	"35-39 years"	"35-39"	"2006"	"2006"	312	7385	42.25
	"Cumberland County, PA"	"42041"	"40-44 years"	"40-44"	"2006"	"2006"	66	8416	7.84
	"Dauphin County, PA"	"42043"	"15-19 years"	"15-19"	"2006"	"2006"	362	8661	41.80
	"Dauphin County, PA"	"42043"	"20-24 years"	"20-24"	"2006"	"2006"	917	7819	117.28
	"Dauphin County, PA"	"42043"	"25-29 years"	"25-29"	"2006"	"2006"	975	8860	110.05
	"Dauphin County, PA"	"42043"	"30-34 years"	"30-34"	"2006"	"2006"	741	7825	94.70
	"Dauphin County, PA"	"42043"	"35-39 years"	"35-39"	"2006"	"2006"	405	9220	43.93
	"Dauphin County, PA"	"42043"	"40-44 years"	"40-44"	"2006"	"2006"	77	10078	7.64
	"Delaware County, PA"	"42045"	"15-19 years"	"15-19"	"2006"	"2006"	515	21783	23.64
	"Delaware County, PA"	"42045"	"20-24 years"	"20-24"	"2006"	"2006"	1177	18729	62.84
	"Delaware County, PA"	"42045"	"25-29 years"	"25-29"	"2006"	"2006"	1773	17115	103.59
	"Delaware County, PA"	"42045"	"30-34 years"	"30-34"	"2006"	"2006"	2007	15730	127.59
	"Delaware County, PA"	"42045"	"35-39 years"	"35-39"	"2006"	"2006"	1221	18656	65.45
	"Delaware County, PA"	"42045"	"40-44 years"	"40-44"	"2006"	"2006"	283	21783	12.99
	"Delaware County, PA"	"42045"	"45-49 years"	"45-49"	"2006"	"2006"	17	Not Available	Not Available
	"Erie County, PA"	"42049"	"15-19 years"	"15-19"	"2006"	"2006"	390	11030	35.36
	"Erie County, PA"	"42049"	"20-24 years"	"20-24"	"2006"	"2006"	940	10519	89.36
	"Erie County, PA"	"42049"	"25-29 years"	"25-29"	"2006"	"2006"	969	8689	111.52
	"Erie County, PA"	"42049"	"30-34 years"	"30-34"	"2006"	"2006"	732	7283	100.51
	"Erie County, PA"	"42049"	"35-39 years"	"35-39"	"2006"	"2006"	332	8909	37.27
	"Erie County, PA"	"42049"	"40-44 years"	"40-44"	"2006"	"2006"	69	9746	7.08
	"Fayette County, PA"	"42051"	"15-19 years"	"15-19"	"2006"	"2006"	187	4217	44.34
	"Fayette County, PA"	"42051"	"20-24 years"	"20-24"	"2006"	"2006"	450	3684	122.15
	"Fayette County, PA"	"42051"	"25-29 years"	"25-29"	"2006"	"2006"	381	3924	97.09
	"Fayette County, PA"	"42051"	"30-34 years"	"30-34"	"2006"	"2006"	258	3860	66.84
	"Fayette County, PA"	"42051"	"35-39 years"	"35-39"	"2006"	"2006"	119	4729	25.16
	"Fayette County, PA"	"42051"	"40-44 years"	"40-44"	"2006"	"2006"	22	4980	4.42
	"Franklin County, PA"	"42055"	"15-19 years"	"15-19"	"2006"	"2006"	202	4778	42.28
	"Franklin County, PA"	"42055"	"20-24 years"	"20-24"	"2006"	"2006"	572	3976	143.86
	"Franklin County, PA"	"42055"	"25-29 years"	"25-29"	"2006"	"2006"	591	4211	140.35
	"Franklin County, PA"	"42055"	"30-34 years"	"30-34"	"2006"	"2006"	422	4181	100.93
	"Franklin County, PA"	"42055"	"35-39 years"	"35-39"	"2006"	"2006"	180	4824	37.31
	"Franklin County, PA"	"42055"	"40-44 years"	"40-44"	"2006"	"2006"	39	5245	7.44
	"Lackawanna County, PA"	"42069"	"15-19 years"	"15-19"	"2006"	"2006"	173	7433	23.27
	"Lackawanna County, PA"	"42069"	"20-24 years"	"20-24"	"2006"	"2006"	528	6950	75.97
	"Lackawanna County, PA"	"42069"	"25-29 years"	"25-29"	"2006"	"2006"	656	6273	104.58
	"Lackawanna County, PA"	"42069"	"30-34 years"	"30-34"	"2006"	"2006"	547	5606	97.57
	"Lackawanna County, PA"	"42069"	"35-39 years"	"35-39"	"2006"	"2006"	332	6790	48.90
	"Lackawanna County, PA"	"42069"	"40-44 years"	"40-44"	"2006"	"2006"	47	7598	6.19
	"Lancaster County, PA"	"42071"	"15-19 years"	"15-19"	"2006"	"2006"	528	18659	28.30
	"Lancaster County, PA"	"42071"	"20-24 years"	"20-24"	"2006"	"2006"	1726	16382	105.36
	"Lancaster County, PA"	"42071"	"25-29 years"	"25-29"	"2006"	"2006"	2185	15475	141.20
	"Lancaster County, PA"	"42071"	"30-34 years"	"30-34"	"2006"	"2006"	1665	14080	118.25
	"Lancaster County, PA"	"42071"	"35-39 years"	"35-39"	"2006"	"2006"	775	16208	47.82
	"Lancaster County, PA"	"42071"	"40-44 years"	"40-44"	"2006"	"2006"	162	18306	8.85
	"Lebanon County, PA"	"42075"	"15-19 years"	"15-19"	"2006"	"2006"	136	4217	32.25
	"Lebanon County, PA"	"42075"	"20-24 years"	"20-24"	"2006"	"2006"	410	3793	108.09
	"Lebanon County, PA"	"42075"	"25-29 years"	"25-29"	"2006"	"2006"	502	3541	141.77
	"Lebanon County, PA"	"42075"	"30-34 years"	"30-34"	"2006"	"2006"	356	3609	98.64
	"Lebanon County, PA"	"42075"	"35-39 years"	"35-39"	"2006"	"2006"	173	4225	40.95
	"Lebanon County, PA"	"42075"	"40-44 years"	"40-44"	"2006"	"2006"	29	4697	6.17
	"Lehigh County, PA"	"42077"	"15-19 years"	"15-19"	"2006"	"2006"	434	11912	36.43
	"Lehigh County, PA"	"42077"	"20-24 years"	"20-24"	"2006"	"2006"	1019	10108	100.81
	"Lehigh County, PA"	"42077"	"25-29 years"	"25-29"	"2006"	"2006"	1195	10352	115.44
	"Lehigh County, PA"	"42077"	"30-34 years"	"30-34"	"2006"	"2006"	1029	10154	101.34
	"Lehigh County, PA"	"42077"	"35-39 years"	"35-39"	"2006"	"2006"	525	11557	45.43
	"Lehigh County, PA"	"42077"	"40-44 years"	"40-44"	"2006"	"2006"	98	13237	7.40
	"Luzerne County, PA"	"42079"	"15-19 years"	"15-19"	"2006"	"2006"	310	10506	29.51
	"Luzerne County, PA"	"42079"	"20-24 years"	"20-24"	"2006"	"2006"	777	9098	85.40
	"Luzerne County, PA"	"42079"	"25-29 years"	"25-29"	"2006"	"2006"	851	8486	100.28
	"Luzerne County, PA"	"42079"	"30-34 years"	"30-34"	"2006"	"2006"	772	8346	92.50
	"Luzerne County, PA"	"42079"	"35-39 years"	"35-39"	"2006"	"2006"	380	10476	36.27
	"Luzerne County, PA"	"42079"	"40-44 years"	"40-44"	"2006"	"2006"	98	11471	8.54
	"Lycoming County, PA"	"42081"	"15-19 years"	"15-19"	"2006"	"2006"	136	4020	33.83
	"Lycoming County, PA"	"42081"	"20-24 years"	"20-24"	"2006"	"2006"	391	3974	98.39
	"Lycoming County, PA"	"42081"	"25-29 years"	"25-29"	"2006"	"2006"	402	3381	118.90
	"Lycoming County, PA"	"42081"	"30-34 years"	"30-34"	"2006"	"2006"	281	3213	87.46
	"Lycoming County, PA"	"42081"	"35-39 years"	"35-39"	"2006"	"2006"	122	3709	32.89
	"Lycoming County, PA"	"42081"	"40-44 years"	"40-44"	"2006"	"2006"	24	4295	5.59
	"Mercer County, PA"	"42085"	"15-19 years"	"15-19"	"2006"	"2006"	110	4209	26.13
	"Mercer County, PA"	"42085"	"20-24 years"	"20-24"	"2006"	"2006"	318	3761	84.55
	"Mercer County, PA"	"42085"	"25-29 years"	"25-29"	"2006"	"2006"	346	2598	133.18
	"Mercer County, PA"	"42085"	"30-34 years"	"30-34"	"2006"	"2006"	287	3083	93.09
	"Mercer County, PA"	"42085"	"35-39 years"	"35-39"	"2006"	"2006"	134	3669	36.52
	"Mercer County, PA"	"42085"	"40-44 years"	"40-44"	"2006"	"2006"	23	4005	5.74
	"Monroe County, PA"	"42089"	"15-19 years"	"15-19"	"2006"	"2006"	113	6947	16.27
	"Monroe County, PA"	"42089"	"20-24 years"	"20-24"	"2006"	"2006"	318	4771	66.65
	"Monroe County, PA"	"42089"	"25-29 years"	"25-29"	"2006"	"2006"	422	3870	109.04
	"Monroe County, PA"	"42089"	"30-34 years"	"30-34"	"2006"	"2006"	435	4343	100.16
	"Monroe County, PA"	"42089"	"35-39 years"	"35-39"	"2006"	"2006"	274	6212	44.11
	"Monroe County, PA"	"42089"	"40-44 years"	"40-44"	"2006"	"2006"	74	7435	9.95
	"Montgomery County, PA"	"42091"	"15-19 years"	"15-19"	"2006"	"2006"	392	25877	15.15
	"Montgomery County, PA"	"42091"	"20-24 years"	"20-24"	"2006"	"2006"	1171	21241	55.13
	"Montgomery County, PA"	"42091"	"25-29 years"	"25-29"	"2006"	"2006"	2424	22427	108.08
	"Montgomery County, PA"	"42091"	"30-34 years"	"30-34"	"2006"	"2006"	3296	23149	142.38
	"Montgomery County, PA"	"42091"	"35-39 years"	"35-39"	"2006"	"2006"	1906	28334	67.27
	"Montgomery County, PA"	"42091"	"40-44 years"	"40-44"	"2006"	"2006"	399	32145	12.41
	"Montgomery County, PA"	"42091"	"45-49 years"	"45-49"	"2006"	"2006"	31	Not Available	Not Available
	"Northampton County, PA"	"42095"	"15-19 years"	"15-19"	"2006"	"2006"	248	10563	23.48
	"Northampton County, PA"	"42095"	"20-24 years"	"20-24"	"2006"	"2006"	640	8636	74.11
	"Northampton County, PA"	"42095"	"25-29 years"	"25-29"	"2006"	"2006"	881	7813	112.76
	"Northampton County, PA"	"42095"	"30-34 years"	"30-34"	"2006"	"2006"	921	8060	114.27
	"Northampton County, PA"	"42095"	"35-39 years"	"35-39"	"2006"	"2006"	496	10358	47.89
	"Northampton County, PA"	"42095"	"40-44 years"	"40-44"	"2006"	"2006"	83	11229	7.39
	"Philadelphia County, PA"	"42101"	"15-19 years"	"15-19"	"2006"	"2006"	3611	60241	59.94
	"Philadelphia County, PA"	"42101"	"20-24 years"	"20-24"	"2006"	"2006"	6283	64594	97.27
	"Philadelphia County, PA"	"42101"	"25-29 years"	"25-29"	"2006"	"2006"	5938	69432	85.52
	"Philadelphia County, PA"	"42101"	"30-34 years"	"30-34"	"2006"	"2006"	4349	51327	84.73
	"Philadelphia County, PA"	"42101"	"35-39 years"	"35-39"	"2006"	"2006"	2235	51494	43.40
	"Philadelphia County, PA"	"42101"	"40-44 years"	"40-44"	"2006"	"2006"	475	52047	9.13
	"Philadelphia County, PA"	"42101"	"45-49 years"	"45-49"	"2006"	"2006"	31	Not Available	Not Available
	"Schuylkill County, PA"	"42107"	"15-19 years"	"15-19"	"2006"	"2006"	148	4229	35.00
	"Schuylkill County, PA"	"42107"	"20-24 years"	"20-24"	"2006"	"2006"	373	3590	103.90
	"Schuylkill County, PA"	"42107"	"25-29 years"	"25-29"	"2006"	"2006"	438	3619	121.03
	"Schuylkill County, PA"	"42107"	"30-34 years"	"30-34"	"2006"	"2006"	337	4010	84.04
	"Schuylkill County, PA"	"42107"	"35-39 years"	"35-39"	"2006"	"2006"	142	4704	30.19
	"Schuylkill County, PA"	"42107"	"40-44 years"	"40-44"	"2006"	"2006"	25	5194	4.81
	"Washington County, PA"	"42125"	"15-19 years"	"15-19"	"2006"	"2006"	153	6768	22.61
	"Washington County, PA"	"42125"	"20-24 years"	"20-24"	"2006"	"2006"	403	5763	69.93
	"Washington County, PA"	"42125"	"25-29 years"	"25-29"	"2006"	"2006"	621	4877	127.33
	"Washington County, PA"	"42125"	"30-34 years"	"30-34"	"2006"	"2006"	577	5375	107.35
	"Washington County, PA"	"42125"	"35-39 years"	"35-39"	"2006"	"2006"	297	6883	43.15
	"Washington County, PA"	"42125"	"40-44 years"	"40-44"	"2006"	"2006"	56	7704	7.27
	"Westmoreland County, PA"	"42129"	"15-19 years"	"15-19"	"2006"	"2006"	226	11487	19.67
	"Westmoreland County, PA"	"42129"	"20-24 years"	"20-24"	"2006"	"2006"	647	9144	70.76
	"Westmoreland County, PA"	"42129"	"25-29 years"	"25-29"	"2006"	"2006"	959	7948	120.66
	"Westmoreland County, PA"	"42129"	"30-34 years"	"30-34"	"2006"	"2006"	904	9260	97.62
	"Westmoreland County, PA"	"42129"	"35-39 years"	"35-39"	"2006"	"2006"	492	12110	40.63
	"Westmoreland County, PA"	"42129"	"40-44 years"	"40-44"	"2006"	"2006"	74	14000	5.29
	"York County, PA"	"42133"	"15-19 years"	"15-19"	"2006"	"2006"	543	13873	39.14
	"York County, PA"	"42133"	"20-24 years"	"20-24"	"2006"	"2006"	1230	11569	106.32
	"York County, PA"	"42133"	"25-29 years"	"25-29"	"2006"	"2006"	1490	11975	124.43
	"York County, PA"	"42133"	"30-34 years"	"30-34"	"2006"	"2006"	1205	12627	95.43
	"York County, PA"	"42133"	"35-39 years"	"35-39"	"2006"	"2006"	585	15229	38.41
	"York County, PA"	"42133"	"40-44 years"	"40-44"	"2006"	"2006"	103	16904	6.09
	"Unidentified Counties, PA"	"42999"	"15-19 years"	"15-19"	"2006"	"2006"	1779	64790	27.46
	"Unidentified Counties, PA"	"42999"	"20-24 years"	"20-24"	"2006"	"2006"	5266	55714	94.52
	"Unidentified Counties, PA"	"42999"	"25-29 years"	"25-29"	"2006"	"2006"	5744	43899	130.85
	"Unidentified Counties, PA"	"42999"	"30-34 years"	"30-34"	"2006"	"2006"	3964	47219	83.95
	"Unidentified Counties, PA"	"42999"	"35-39 years"	"35-39"	"2006"	"2006"	1854	57079	32.48
	"Unidentified Counties, PA"	"42999"	"40-44 years"	"40-44"	"2006"	"2006"	368	64885	5.67
	"Unidentified Counties, PA"	"42999"	"45-49 years"	"45-49"	"2006"	"2006"	21	Not Available	Not Available
	"Kent County, RI"	"44003"	"15-19 years"	"15-19"	"2006"	"2006"	109	5094	21.40
	"Kent County, RI"	"44003"	"20-24 years"	"20-24"	"2006"	"2006"	284	4299	66.06
	"Kent County, RI"	"44003"	"25-29 years"	"25-29"	"2006"	"2006"	474	4880	97.13
	"Kent County, RI"	"44003"	"30-34 years"	"30-34"	"2006"	"2006"	471	4823	97.66
	"Kent County, RI"	"44003"	"35-39 years"	"35-39"	"2006"	"2006"	308	6410	48.05
	"Kent County, RI"	"44003"	"40-44 years"	"40-44"	"2006"	"2006"	51	7290	7.00
	"Providence County, RI"	"44007"	"15-19 years"	"15-19"	"2006"	"2006"	895	24897	35.95
	"Providence County, RI"	"44007"	"20-24 years"	"20-24"	"2006"	"2006"	1941	25068	77.43
	"Providence County, RI"	"44007"	"25-29 years"	"25-29"	"2006"	"2006"	2219	23716	93.57
	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"2006"	"2006"	1890	20010	94.45
	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"2006"	"2006"	1064	22819	46.63
	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"2006"	"2006"	218	23739	9.18
	"Washington County, RI"	"44009"	"15-19 years"	"15-19"	"2006"	"2006"	55	5683	9.68
	"Washington County, RI"	"44009"	"20-24 years"	"20-24"	"2006"	"2006"	158	5256	30.06
	"Washington County, RI"	"44009"	"25-29 years"	"25-29"	"2006"	"2006"	265	2324	114.03
	"Washington County, RI"	"44009"	"30-34 years"	"30-34"	"2006"	"2006"	385	2988	128.85
	"Washington County, RI"	"44009"	"35-39 years"	"35-39"	"2006"	"2006"	225	4246	52.99
	"Washington County, RI"	"44009"	"40-44 years"	"40-44"	"2006"	"2006"	47	5154	9.12
	"Unidentified Counties, RI"	"44999"	"15-19 years"	"15-19"	"2006"	"2006"	68	5300	12.83
	"Unidentified Counties, RI"	"44999"	"20-24 years"	"20-24"	"2006"	"2006"	181	4453	40.65
	"Unidentified Counties, RI"	"44999"	"25-29 years"	"25-29"	"2006"	"2006"	302	3255	92.78
	"Unidentified Counties, RI"	"44999"	"30-34 years"	"30-34"	"2006"	"2006"	398	3326	119.66
	"Unidentified Counties, RI"	"44999"	"35-39 years"	"35-39"	"2006"	"2006"	272	4696	57.92
	"Unidentified Counties, RI"	"44999"	"40-44 years"	"40-44"	"2006"	"2006"	68	5384	12.63
	"Aiken County, SC"	"45003"	"15-19 years"	"15-19"	"2006"	"2006"	291	5402	53.87
	"Aiken County, SC"	"45003"	"20-24 years"	"20-24"	"2006"	"2006"	676	4773	141.63
	"Aiken County, SC"	"45003"	"25-29 years"	"25-29"	"2006"	"2006"	579	4766	121.49
	"Aiken County, SC"	"45003"	"30-34 years"	"30-34"	"2006"	"2006"	330	4442	74.29
	"Aiken County, SC"	"45003"	"35-39 years"	"35-39"	"2006"	"2006"	161	5033	31.99
	"Aiken County, SC"	"45003"	"40-44 years"	"40-44"	"2006"	"2006"	35	5747	6.09
	"Anderson County, SC"	"45007"	"15-19 years"	"15-19"	"2006"	"2006"	333	5853	56.89
	"Anderson County, SC"	"45007"	"20-24 years"	"20-24"	"2006"	"2006"	749	5114	146.46
	"Anderson County, SC"	"45007"	"25-29 years"	"25-29"	"2006"	"2006"	696	5904	117.89
	"Anderson County, SC"	"45007"	"30-34 years"	"30-34"	"2006"	"2006"	448	5550	80.72
	"Anderson County, SC"	"45007"	"35-39 years"	"35-39"	"2006"	"2006"	211	6288	33.56
	"Anderson County, SC"	"45007"	"40-44 years"	"40-44"	"2006"	"2006"	39	6622	5.89
	"Beaufort County, SC"	"45013"	"15-19 years"	"15-19"	"2006"	"2006"	221	4372	50.55
	"Beaufort County, SC"	"45013"	"20-24 years"	"20-24"	"2006"	"2006"	732	4582	159.76
	"Beaufort County, SC"	"45013"	"25-29 years"	"25-29"	"2006"	"2006"	662	4720	140.25
	"Beaufort County, SC"	"45013"	"30-34 years"	"30-34"	"2006"	"2006"	470	4223	111.30
	"Beaufort County, SC"	"45013"	"35-39 years"	"35-39"	"2006"	"2006"	225	4310	52.20
	"Beaufort County, SC"	"45013"	"40-44 years"	"40-44"	"2006"	"2006"	40	4567	8.76
	"Berkeley County, SC"	"45015"	"15-19 years"	"15-19"	"2006"	"2006"	306	5694	53.74
	"Berkeley County, SC"	"45015"	"20-24 years"	"20-24"	"2006"	"2006"	778	5412	143.75
	"Berkeley County, SC"	"45015"	"25-29 years"	"25-29"	"2006"	"2006"	717	5925	121.01
